absTimeISO,relTimeMs,relTimeSec,relTimeMin,timeMs,flow,setpt,temp,bubble,volt,on,errorPct,pidOut,P,I,D,pGain,iGain,dGain,filteredErr,currentAlpha,totalVolume,userStable,Time_s
2025-05-09T16:56:55.426413,19626.11532211304,19.62611532211304,0.3271019220352172,3175603,0.504,0.5,25.63,False,90.05,True,8.0,0.6,0.0,0.6,0.0,0.0,0.029,0.0,-0.005,0.053,7.409975159880012,True,3175.603
2025-05-09T16:56:55.587423,19787.1253490448,19.7871253490448,0.32978542248408,3175765,0.504,0.5,25.56,False,90.05,True,8.0,0.6,0.0,0.6,0.0,0.0,0.029,0.0,-0.005,0.05,7.411327642199967,True,3175.765
2025-05-09T16:56:55.749597,19949.298858642574,19.949298858642575,0.3324883143107096,3175926,0.505,0.5,25.58,False,90.05,True,8.0,0.6,0.0,0.6,0.0,0.0,0.029,0.0,-0.005,0.065,7.412692604175048,True,3175.926
2025-05-09T16:56:55.910298,20110.000371932983,20.110000371932983,0.3351666728655497,3176088,0.505,0.5,25.61,False,90.04,True,8.0,0.6,0.0,0.6,0.0,0.0,0.029,0.0,-0.005,0.062,7.41404517344995,True,3176.088
2025-05-09T16:56:56.072185,20271.886825561523,20.271886825561523,0.3378647804260254,3176249,0.504,0.5,25.57,False,90.04,True,8.0,0.6,0.0,0.6,0.0,0.0,0.029,0.0,-0.005,0.05,7.415405020049996,True,3176.249
2025-05-09T16:56:56.234364,20434.06629562378,20.43406629562378,0.3405677715937296,3176411,0.505,0.5,25.52,False,90.04,True,8.0,0.6,0.0,0.6,0.0,0.0,0.029,0.0,-0.005,0.059,7.416770029158279,True,3176.411
2025-05-09T16:56:56.398333,20598.035097122192,20.598035097122192,0.3433005849520365,3176572,0.504,0.5,25.63,False,90.03,True,8.0,0.6,0.0,0.6,0.0,0.0,0.029,0.0,-0.005,0.05,7.418147348598379,True,3176.572
2025-05-09T16:56:56.555662,20755.364418029785,20.755364418029785,0.3459227403004964,3176734,0.504,0.5,25.55,False,90.03,True,8.0,0.6,0.0,0.6,0.0,0.0,0.028,0.0,-0.005,0.053,7.419468937398277,True,3176.734
2025-05-09T16:56:56.718410,20918.11227798462,20.91811227798462,0.348635204633077,3176896,0.504,0.5,25.56,False,90.03,True,8.0,0.6,0.0,0.6,0.0,0.0,0.028,0.0,-0.005,0.05,7.420836014718375,True,3176.896
2025-05-09T16:56:56.879908,21079.609632492065,21.079609632492065,0.3513268272082011,3177057,0.505,0.5,25.6,False,90.02,True,8.0,0.6,0.0,0.6,0.0,0.0,0.028,0.0,-0.005,0.056,7.422195243259946,True,3177.057
